,state,city,laid_off,date,month,year
27730,New York,New York,30.0,2020-04-02,April,2020
27731,New York,New York,22.0,2020-04-02,April,2020
27732,New York,New York,25.0,2020-04-02,April,2020
27733,New York,New York,161.0,2020-04-02,April,2020
27734,New York,Westbury,51.0,2020-04-02,April,2020
27735,New York,New York,31.0,2020-04-02,April,2020
27736,New York,New York,29.0,2020-04-02,April,2020
27737,New York,New York,26.0,2020-04-02,April,2020
27738,New York,New York,57.0,2020-04-02,April,2020
27739,New York,Albany,154.0,2020-04-02,April,2020
27740,New York,Glendale,58.0,2020-04-02,April,2020
27741,New York,New York,504.0,2020-04-02,April,2020
27742,New York,Buffalo,73.0,2020-04-02,April,2020
27743,New York,Manhasset,43.0,2020-04-02,April,2020
27744,New York,Woodstock,268.0,2020-04-02,April,2020
27745,New York,Syracuse,36.0,2020-04-02,April,2020
27746,New York,New York,101.0,2020-04-02,April,2020
27747,New York,Garden City,170.0,2020-04-02,April,2020
27748,New York,Johnson City,43.0,2020-04-02,April,2020
27749,New York,Liverpool,37.0,2020-04-02,April,2020
27750,New York,New Hartford,31.0,2020-04-02,April,2020
27751,New York,Olean,35.0,2020-04-02,April,2020
27752,New York,Johnstown,20.0,2020-04-02,April,2020
27753,New York,Horseheads,32.0,2020-04-02,April,2020
27754,New York,Wantagh,,2020-04-02,April,2020
27755,New York,New York,,2020-04-02,April,2020
27756,New York,Garden City,,2020-04-02,April,2020
27757,New York,New York,,2020-04-02,April,2020
27758,New York,Buffalo,25.0,2020-04-02,April,2020
27759,New York,Bay Shore,189.0,2020-04-03,April,2020
27760,New York,St. James,130.0,2020-04-03,April,2020
27761,New York,New York,28.0,2020-04-03,April,2020
27762,New York,East Syracuse,119.0,2020-04-03,April,2020
27763,New York,New York,44.0,2020-04-03,April,2020
27764,New York,Bronx,239.0,2020-04-03,April,2020
27765,New York,Brooklyn,177.0,2020-04-03,April,2020
27766,New York,New York,85.0,2020-04-03,April,2020
27767,New York,Medford,49.0,2020-04-03,April,2020
27768,New York,Aquebogue,46.0,2020-04-03,April,2020
27769,New York,Eastport,3.0,2020-04-03,April,2020
27770,New York,Ronkonkoma,52.0,2020-04-03,April,2020
27771,New York,New York,113.0,2020-04-03,April,2020
27772,New York,Jamaica,33.0,2020-04-03,April,2020
27773,New York,Syosset,18.0,2020-04-03,April,2020
27774,New York,South Glens Falls,59.0,2020-04-03,April,2020
27775,New York,Kingston,32.0,2020-04-03,April,2020
27776,New York,New York,73.0,2020-04-03,April,2020
27777,New York,Lake Katrine,39.0,2020-04-03,April,2020
27778,New York,Springfield Gardens,78.0,2020-04-03,April,2020
27779,New York,Plattsburgh,131.0,2020-04-03,April,2020
27780,New York,Troy,35.0,2020-04-03,April,2020
27781,New York,Queensbury,39.0,2020-04-03,April,2020
27782,New York,Clifton Park,34.0,2020-04-03,April,2020
27783,New York,New York,57.0,2020-04-03,April,2020
27784,New York,Queens Village,55.0,2020-04-03,April,2020
27785,New York,Hauppauge,99.0,2020-04-03,April,2020
27786,New York,New York,62.0,2020-04-03,April,2020
27787,New York,Hauppauge,35.0,2020-04-03,April,2020
27788,New York,Aquebogue,14.0,2020-04-03,April,2020
27789,New York,Howard Beach,,2020-04-03,April,2020
27790,New York,Westbury,,2020-04-03,April,2020
27791,New York,Howard Beach,,2020-04-03,April,2020
27792,New York,Westbury,,2020-04-03,April,2020
27793,New York,West Nyack,9.0,2020-04-03,April,2020
27794,New York,New Hamburg,9.0,2020-04-03,April,2020
27795,New York,Rochester,5.0,2020-04-03,April,2020
27796,New York,Rochester,129.0,2020-04-03,April,2020
27797,New York,Weedsport,58.0,2020-04-03,April,2020
27798,New York,Brooklyn,8.0,2020-04-03,April,2020
27799,New York,Bellport,75.0,2020-04-03,April,2020
27800,New York,New York,592.0,2020-04-03,April,2020
27801,New York,New York,115.0,2020-04-03,April,2020
27802,New York,Harriman,116.0,2020-04-06,April,2020
27803,New York,New York,12.0,2020-04-06,April,2020
27804,New York,New York,141.0,2020-04-06,April,2020
27805,New York,New York,70.0,2020-04-06,April,2020
27806,New York,New York,28.0,2020-04-06,April,2020
27807,New York,New York,403.0,2020-04-06,April,2020
27808,New York,Garden City,,2020-04-06,April,2020
27809,New York,Long Island City,29.0,2020-04-06,April,2020
27810,New York,Maspeth,21.0,2020-04-06,April,2020
27811,New York,Hauppauge,61.0,2020-04-06,April,2020
27812,New York,New York,342.0,2020-04-06,April,2020
27813,New York,Hunter,55.0,2020-04-06,April,2020
27814,New York,New York,,2020-04-06,April,2020
27815,New York,Central Valley,,2020-04-06,April,2020
27816,New York,Niagara Falls,,2020-04-06,April,2020
27817,New York,Riverhead,,2020-04-06,April,2020
27818,New York,Lake George,,2020-04-06,April,2020
27819,New York,Victor,,2020-04-06,April,2020
27820,New York,Brooklyn,66.0,2020-04-06,April,2020
27821,New York,Rego Park,70.0,2020-04-06,April,2020
27822,New York,Deer Park,92.0,2020-04-06,April,2020
27823,New York,Commack,94.0,2020-04-06,April,2020
27824,New York,Levittown,93.0,2020-04-06,April,2020
27825,New York,Lake Grove,95.0,2020-04-06,April,2020
27826,New York,Lockport,72.0,2020-04-06,April,2020
27827,New York,Brooklyn/New York,579.0,2020-04-06,April,2020
27828,New York,Brooklyn,104.0,2020-04-06,April,2020
27829,New York,Brooklyn,102.0,2020-04-06,April,2020
27830,New York,,14.0,2020-04-06,April,2020
27831,New York,,146.0,2020-04-06,April,2020
27832,New York,,22.0,2020-04-06,April,2020
27833,New York,,8.0,2020-04-06,April,2020
27834,New York,,21.0,2020-04-06,April,2020
27835,New York,,29.0,2020-04-06,April,2020
27836,New York,Syracuse,1236.0,2020-04-06,April,2020
27837,New York,Rochester,92.0,2020-04-06,April,2020
27838,New York,Lawrence,34.0,2020-04-07,April,2020
27839,New York,Brooklyn,43.0,2020-04-07,April,2020
27840,New York,New York,74.0,2020-04-07,April,2020
27841,New York,Rochester,63.0,2020-04-07,April,2020
27842,New York,East Rochester,19.0,2020-04-07,April,2020
27843,New York,Syracuse,36.0,2020-04-07,April,2020
27844,New York,New York,37.0,2020-04-07,April,2020
27845,New York,Woodbury,,2020-04-07,April,2020
27846,New York,Astoria,75.0,2020-04-07,April,2020
27847,New York,Alden,46.0,2020-04-07,April,2020
27848,New York,New York,83.0,2020-04-07,April,2020
27849,New York,Albany,157.0,2020-04-07,April,2020
27850,New York,Edgewood,139.0,2020-04-07,April,2020
27851,New York,Queens,69.0,2020-04-07,April,2020
27852,New York,Jamaica,5.0,2020-04-07,April,2020
27853,New York,Ronkonkoma,34.0,2020-04-07,April,2020
27854,New York,Riverhead,30.0,2020-04-07,April,2020
27855,New York,Riverhead,25.0,2020-04-07,April,2020
27856,New York,Riverhead,10.0,2020-04-07,April,2020
27857,New York,Long Island City,53.0,2020-04-07,April,2020
27858,New York,Long Island City,,2020-04-08,April,2020
27859,New York,Amityville,85.0,2020-04-08,April,2020
27860,New York,New York,120.0,2020-04-08,April,2020
27861,New York,Wheatfield,13.0,2020-04-08,April,2020
27862,New York,New York,175.0,2020-04-08,April,2020
27863,New York,New York,239.0,2020-04-08,April,2020
27864,New York,Westbury,123.0,2020-04-08,April,2020
27865,New York,New York,146.0,2020-04-08,April,2020
27866,New York,Bronx,101.0,2020-04-08,April,2020
27867,New York,Locust Valley,68.0,2020-04-08,April,2020
27868,New York,New York,7.0,2020-04-08,April,2020
27869,New York,New York,154.0,2020-04-08,April,2020
27870,New York,Elmira,2.0,2020-04-08,April,2020
27871,New York,Cheektowaga,3.0,2020-04-08,April,2020
27872,New York,Rochester,6.0,2020-04-08,April,2020
27873,New York,Olean,5.0,2020-04-08,April,2020
27874,New York,Jamestown,3.0,2020-04-08,April,2020
27875,New York,New York,106.0,2020-04-08,April,2020
27876,New York,New York,75.0,2020-04-08,April,2020
27877,New York,New York,40.0,2020-04-08,April,2020
27878,New York,Amsterdam,14.0,2020-04-08,April,2020
27879,New York,New York,410.0,2020-04-08,April,2020
27880,New York,New York,57.0,2020-04-08,April,2020
27881,New York,New York,32.0,2020-04-08,April,2020
27882,New York,New York,39.0,2020-04-08,April,2020
27883,New York,New York,31.0,2020-04-08,April,2020
27884,New York,New York,11.0,2020-04-08,April,2020
27885,New York,New York,100.0,2020-04-08,April,2020
27886,New York,New York,129.0,2020-04-08,April,2020
27887,New York,New York,214.0,2020-04-08,April,2020
27888,New York,New York,83.0,2020-04-08,April,2020
27889,New York,New York,131.0,2020-04-08,April,2020
27890,New York,New York,96.0,2020-04-08,April,2020
27891,New York,New York,141.0,2020-04-08,April,2020
27892,New York,New York,110.0,2020-04-08,April,2020
27893,New York,New York,69.0,2020-04-08,April,2020
27894,New York,New York,251.0,2020-04-08,April,2020
27895,New York,New York,101.0,2020-04-08,April,2020
27896,New York,New York,120.0,2020-04-08,April,2020
27897,New York,Farmingdale,85.0,2020-04-08,April,2020
27898,New York,New York,68.0,2020-04-08,April,2020
27899,New York,Hauppauge,41.0,2020-04-08,April,2020
27900,New York,Bayside,65.0,2020-04-09,April,2020
27901,New York,New York,45.0,2020-04-09,April,2020
27902,New York,New York,590.0,2020-04-09,April,2020
27903,New York,Jamaica,226.0,2020-04-09,April,2020
27904,New York,New Hartford,33.0,2020-04-09,April,2020
27905,New York,Niagara Falls,6.0,2020-04-09,April,2020
27906,New York,Melville,244.0,2020-04-09,April,2020
27907,New York,New York,17.0,2020-04-09,April,2020
27908,New York,New York,65.0,2020-04-09,April,2020
27909,New York,New York,44.0,2020-04-10,April,2020
27910,New York,New York,,2020-04-10,April,2020
27911,New York,Garden City,,2020-04-10,April,2020
27912,New York,Colonie,35.0,2020-04-10,April,2020
27913,New York,Johnstown,61.0,2020-04-10,April,2020
27914,New York,Long Island City,49.0,2020-04-10,April,2020
27915,New York,Latham,,2020-04-10,April,2020
27916,New York,Uniondale,211.0,2020-04-10,April,2020
27917,New York,New York,25.0,2020-04-10,April,2020
27918,New York,Long Island City,172.0,2020-04-10,April,2020
27919,New York,Brooklyn,42.0,2020-04-10,April,2020
27920,New York,New York,22.0,2020-04-10,April,2020
27921,New York,New York,43.0,2020-04-10,April,2020
27922,New York,Albany,86.0,2020-04-10,April,2020
27923,New York,Syracuse,83.0,2020-04-10,April,2020
27924,New York,Victor,67.0,2020-04-10,April,2020
27925,New York,Deer Park,696.0,2020-04-10,April,2020
27926,New York,Yonkers,401.0,2020-04-10,April,2020
27927,New York,New Hartford,26.0,2020-04-10,April,2020
27928,New York,New York,1166.0,2020-04-10,April,2020
27929,New York,Watertown,63.0,2020-04-10,April,2020
27930,New York,Johnson City,37.0,2020-04-10,April,2020
27931,New York,Buffalo,71.0,2020-04-10,April,2020
27932,New York,,16.0,2020-04-10,April,2020
27933,New York,"Bronx/Brookly n/NY/Astoria/ Elmhurst/Flus
 hing",66.0,2020-04-10,April,2020
27934,New York,Glens Falls,54.0,2020-04-13,April,2020
27935,New York,Brooklyn,114.0,2020-04-13,April,2020
27936,New York,Plainview,16.0,2020-04-13,April,2020
27937,New York,Long Island City,82.0,2020-04-13,April,2020
27938,New York,New York,59.0,2020-04-13,April,2020
27939,New York,Brooklyn,86.0,2020-04-13,April,2020
27940,New York,Brooklyn,70.0,2020-04-13,April,2020
27941,New York,Brooklyn,96.0,2020-04-13,April,2020
27942,New York,New York,75.0,2020-04-13,April,2020
27943,New York,Brooklyn,39.0,2020-04-13,April,2020
27944,New York,Yonkers,100.0,2020-04-13,April,2020
27945,New York,Brooklyn,105.0,2020-04-13,April,2020
27946,New York,Bronx,74.0,2020-04-13,April,2020
27947,New York,Poughkeepsie,50.0,2020-04-13,April,2020
27948,New York,Westbury,81.0,2020-04-13,April,2020
27949,New York,New York,78.0,2020-04-13,April,2020
27950,New York,New York,126.0,2020-04-13,April,2020
27951,New York,New York,77.0,2020-04-13,April,2020
27952,New York,New York,70.0,2020-04-13,April,2020
27953,New York,New York,64.0,2020-04-13,April,2020
27954,New York,Albany,116.0,2020-04-13,April,2020
27955,New York,Syracuse,88.0,2020-04-13,April,2020
27956,New York,Henrietta,87.0,2020-04-13,April,2020
27957,New York,Lake Grove,448.0,2020-04-13,April,2020
27958,New York,Elmsford,304.0,2020-04-13,April,2020
27959,New York,New York,771.0,2020-04-13,April,2020
27960,New York,Amherst,79.0,2020-04-13,April,2020
27961,New York,New York,7.0,2020-04-13,April,2020
27962,New York,Sayville,22.0,2020-04-14,April,2020
27963,New York,Great Neck,18.0,2020-04-14,April,2020
27964,New York,New York,42.0,2020-04-14,April,2020
27965,New York,New York,29.0,2020-04-14,April,2020
27966,New York,New York,34.0,2020-04-14,April,2020
27967,New York,New York,31.0,2020-04-14,April,2020
27968,New York,New York,58.0,2020-04-14,April,2020
27969,New York,New York,40.0,2020-04-14,April,2020
27970,New York,New York,31.0,2020-04-14,April,2020
27971,New York,New York,206.0,2020-04-14,April,2020
27972,New York,Ronkonkoma,128.0,2020-04-14,April,2020
27973,New York,New York,27.0,2020-04-14,April,2020
27974,New York,New York,5.0,2020-04-14,April,2020
27975,New York,Pt. Washington/H oltsville/Cente r Islip,33.0,2020-04-14,April,2020
27976,New York,New York,78.0,2020-04-14,April,2020
27977,New York,New York,49.0,2020-04-15,April,2020
27978,New York,New York,34.0,2020-04-15,April,2020
27979,New York,New York,51.0,2020-04-15,April,2020
27980,New York,Hauppauge,31.0,2020-04-15,April,2020
27981,New York,Tonawanda,44.0,2020-04-15,April,2020
27982,New York,New York,77.0,2020-04-15,April,2020
27983,New York,Brooklyn,58.0,2020-04-15,April,2020
27984,New York,Valley Stream,15.0,2020-04-15,April,2020
27985,New York,Great Neck,218.0,2020-04-15,April,2020
27986,New York,New York,349.0,2020-04-15,April,2020
27987,New York,Brooklyn/NY/J amaica,247.0,2020-04-16,April,2020
27988,New York,Hauppauge,1.0,2020-04-16,April,2020
27989,New York,New York/Brooklyn,717.0,2020-04-16,April,2020
27990,New York,Huntington Station/Garde n City,89.0,2020-04-16,April,2020
27991,New York,Yonkers/West Nyack,68.0,2020-04-16,April,2020
27992,New York,Buffalo,22.0,2020-04-16,April,2020
27993,New York,Albany,22.0,2020-04-16,April,2020
27994,New York,Rye Brook,60.0,2020-04-16,April,2020
27995,New York,Jamaica,1.0,2020-04-16,April,2020
27996,New York,Jamaica,1.0,2020-04-16,April,2020
27997,New York,Jamaica,67.0,2020-04-16,April,2020
27998,New York,New York,2.0,2020-04-16,April,2020
27999,New York,Waterloo,27.0,2020-04-17,April,2020
28000,New York,New York,159.0,2020-04-17,April,2020
28001,New York,New York,77.0,2020-04-17,April,2020
28002,New York,New York,57.0,2020-04-17,April,2020
28003,New York,New York,63.0,2020-04-17,April,2020
28004,New York,New York,24.0,2020-04-17,April,2020
28005,New York,New York,280.0,2020-04-17,April,2020
28006,New York,New York,32.0,2020-04-17,April,2020
28007,New York,New York,38.0,2020-04-17,April,2020
28008,New York,Long Island City,101.0,2020-04-17,April,2020
28009,New York,New York,128.0,2020-04-17,April,2020
28010,New York,New York,116.0,2020-04-17,April,2020
28011,New York,New York,48.0,2020-04-17,April,2020
28012,New York,New York,54.0,2020-04-17,April,2020
28013,New York,New York,33.0,2020-04-17,April,2020
28014,New York,New York,34.0,2020-04-17,April,2020
28015,New York,New York,55.0,2020-04-17,April,2020
28016,New York,New York,76.0,2020-04-17,April,2020
28017,New York,Batavia,,2020-04-17,April,2020
28018,New York,New York,67.0,2020-04-17,April,2020
28019,New York,Bronx,64.0,2020-04-17,April,2020
28020,New York,New York,110.0,2020-04-17,April,2020
28021,New York,New York,26.0,2020-04-17,April,2020
28022,New York,New York,12.0,2020-04-17,April,2020
28023,New York,New York,18.0,2020-04-17,April,2020
28024,New York,Brooklyn,17.0,2020-04-17,April,2020
28025,New York,New York,24.0,2020-04-17,April,2020
28026,New York,New York,16.0,2020-04-17,April,2020
28027,New York,New York,15.0,2020-04-17,April,2020
28028,New York,New York,21.0,2020-04-17,April,2020
28029,New York,New York,24.0,2020-04-17,April,2020
28030,New York,New York,3.0,2020-04-17,April,2020
28031,New York,New York,18.0,2020-04-17,April,2020
28032,New York,New York,34.0,2020-04-17,April,2020
28033,New York,New York,33.0,2020-04-17,April,2020
28034,New York,New York,25.0,2020-04-17,April,2020
28035,New York,New York,32.0,2020-04-17,April,2020
28036,New York,New York,26.0,2020-04-17,April,2020
28037,New York,New York,89.0,2020-04-17,April,2020
28038,New York,New York,19.0,2020-04-17,April,2020
28039,New York,New York,16.0,2020-04-17,April,2020
28040,New York,New York,40.0,2020-04-17,April,2020
28041,New York,Central Valley,62.0,2020-04-17,April,2020
28042,New York,New York,65.0,2020-04-17,April,2020
28043,New York,Elmira,76.0,2020-04-17,April,2020
28044,New York,Rochester,21.0,2020-04-17,April,2020
28045,New York,Syracuse,,2020-04-17,April,2020
28046,New York,Utica,,2020-04-17,April,2020
28047,New York,Buffalo,,2020-04-17,April,2020
28048,New York,Buffalo,83.0,2020-04-17,April,2020
28049,New York,New York,22.0,2020-04-18,April,2020
28050,New York,New York,16.0,2020-04-18,April,2020
28051,New York,New York,2.0,2020-04-18,April,2020
28052,New York,New York,35.0,2020-04-18,April,2020
28053,New York,New York,2.0,2020-04-18,April,2020
28054,New York,New York,16.0,2020-04-18,April,2020
28055,New York,New York,5.0,2020-04-18,April,2020
28056,New York,New York,14.0,2020-04-18,April,2020
28057,New York,New York,20.0,2020-04-18,April,2020
28058,New York,New York,9.0,2020-04-18,April,2020
28059,New York,Poughkeepsie,63.0,2020-04-18,April,2020
28060,New York,New York,114.0,2020-04-18,April,2020
28061,New York,Williamsville,175.0,2020-04-20,April,2020
28062,New York,Queens,17.0,2020-04-20,April,2020
28063,New York,Westbury,70.0,2020-04-20,April,2020
28064,New York,Jamaica,48.0,2020-04-20,April,2020
28065,New York,New York/Jamaica/ East Elmhurst,74.0,2020-04-20,April,2020
28066,New York,New York,24.0,2020-04-20,April,2020
28067,New York,New York,38.0,2020-04-20,April,2020
28068,New York,New York,110.0,2020-04-20,April,2020
28069,New York,New York,397.0,2020-04-21,April,2020
28070,New York,Bronx/Brookly n/Jamaica/NY,91.0,2020-04-21,April,2020
28071,New York,Niagara Falls,58.0,2020-04-21,April,2020
28072,New York,Bronx,64.0,2020-04-21,April,2020
28073,New York,New York,456.0,2020-04-21,April,2020
28074,New York,New York,49.0,2020-04-21,April,2020
28075,New York,Long Island City,,2020-04-21,April,2020
28076,New York,Staten Island,,2020-04-21,April,2020
28077,New York,Bronx/New York,54.0,2020-04-21,April,2020
28078,New York,Deer Park,20.0,2020-04-22,April,2020
28079,New York,Albany,95.0,2020-04-22,April,2020
28080,New York,Bronx,55.0,2020-04-22,April,2020
28081,New York,Huguenot,61.0,2020-04-22,April,2020
28082,New York,New York,19.0,2020-04-22,April,2020
28083,New York,,91.0,2020-04-22,April,2020
28084,New York,Syracuse,74.0,2020-04-22,April,2020
28085,New York,,44.0,2020-04-22,April,2020
28086,New York,,210.0,2020-04-22,April,2020
28087,New York,,34.0,2020-04-22,April,2020
28088,New York,,41.0,2020-04-22,April,2020
28089,New York,,49.0,2020-04-22,April,2020
28090,New York,,18.0,2020-04-22,April,2020
28091,New York,,47.0,2020-04-22,April,2020
28092,New York,,40.0,2020-04-22,April,2020
28093,New York,New York,70.0,2020-04-22,April,2020
28094,New York,New York,21.0,2020-04-22,April,2020
28095,New York,Elmhurst,66.0,2020-04-22,April,2020
28096,New York,Lindenhurst,500.0,2020-04-22,April,2020
28097,New York,Brooklyn,923.0,2020-04-22,April,2020
28098,New York,New York,66.0,2020-04-23,April,2020
28099,New York,Poughkeepsie,16.0,2020-04-23,April,2020
28100,New York,New,678.0,2020-04-23,April,2020
28101,New York,Garden City,27.0,2020-04-23,April,2020
28102,New York,Rye,42.0,2020-04-23,April,2020
28103,New York,Albany,68.0,2020-04-23,April,2020
28104,New York,Hicksville,140.0,2020-04-23,April,2020
28105,New York,Rochester,104.0,2020-04-24,April,2020
28106,New York,New York,124.0,2020-04-24,April,2020
28107,New York,Valhalla,28.0,2020-04-24,April,2020
28108,New York,Syracuse,142.0,2020-04-24,April,2020
28109,New York,East Syracuse,64.0,2020-04-27,April,2020
28110,New York,Marcy,32.0,2020-04-27,April,2020
28111,New York,Norristown,38.0,2020-04-27,April,2020
28112,New York,Watertown,149.0,2020-04-27,April,2020
28113,New York,New York,447.0,2020-04-27,April,2020
28114,New York,East Setauket,696.0,2020-04-27,April,2020
28115,New York,Poughkeepsie,393.0,2020-04-27,April,2020
28116,New York,Fayetteville,174.0,2020-04-27,April,2020
28117,New York,Rochester,,2020-04-27,April,2020
28118,New York,Buffalo,289.0,2020-04-27,April,2020
28119,New York,Albany,260.0,2020-04-27,April,2020
28120,New York,East Vestal,154.0,2020-04-27,April,2020
28121,New York,Albany,352.0,2020-04-27,April,2020
28122,New York,Amsterdam,5.0,2020-04-27,April,2020
28123,New York,Kingston,36.0,2020-04-27,April,2020
28124,New York,Vestal,14.0,2020-04-27,April,2020
28125,New York,Middletown,422.0,2020-04-27,April,2020
28126,New York,Bronx,249.0,2020-04-27,April,2020
28127,New York,,749.0,2020-04-28,April,2020
28128,New York,Bohemia,159.0,2020-04-28,April,2020
28129,New York,Oceanside,222.0,2020-04-28,April,2020
28130,New York,Ronkonkoma,125.0,2020-04-28,April,2020
28131,New York,Bay Shore,1218.0,2020-04-28,April,2020
28132,New York,Rochester,169.0,2020-04-28,April,2020
28133,New York,Rochester,4.0,2020-04-28,April,2020
28134,New York,Buffalo,93.0,2020-04-28,April,2020
28135,New York,Buffalo,18.0,2020-04-28,April,2020
28136,New York,New York,52.0,2020-04-28,April,2020
28137,New York,Yorktown,65.0,2020-04-28,April,2020
28138,New York,Yorktown,50.0,2020-04-28,April,2020
28139,New York,Yorktown,7.0,2020-04-28,April,2020
28140,New York,New York,192.0,2020-04-28,April,2020
28141,New York,New York,37.0,2020-04-28,April,2020
28142,New York,Ronkonkoma,113.0,2020-04-29,April,2020
28143,New York,New York,1004.0,2020-04-29,April,2020
28144,New York,Deer Park,,2020-04-29,April,2020
28145,New York,Buffalo,,2020-04-29,April,2020
28146,New York,Syracuse,,2020-04-29,April,2020
28147,New York,Albany,,2020-04-29,April,2020
28148,New York,Ithaca,,2020-04-29,April,2020
28149,New York,Mohegan Lake,,2020-04-29,April,2020
28150,New York,Victor,,2020-04-29,April,2020
28151,New York,Watertown,,2020-04-29,April,2020
28152,New York,Latham,131.0,2020-04-29,April,2020
28153,New York,New York,53.0,2020-04-29,April,2020
28154,New York,Buffalo,35.0,2020-04-29,April,2020
28155,New York,Auburn,359.0,2020-04-29,April,2020
28156,New York,Jamaica,174.0,2020-04-29,April,2020
28157,New York,New York,28.0,2020-04-29,April,2020
28158,New York,Hauppauge,1.0,2020-04-30,April,2020
28159,New York,Islandia,36.0,2020-04-30,April,2020
28160,New York,New York,39.0,2020-04-30,April,2020
28161,New York,New York/Brooklyn/ Queens,196.0,2020-04-30,April,2020
28162,New York,Falconer,90.0,2020-04-30,April,2020
28163,New York,New York,550.0,2020-04-30,April,2020
28164,New York,Yonkers,407.0,2020-04-30,April,2020
28165,New York,New York,206.0,2020-04-30,April,2020
28166,New York,Farmingdale,35.0,2020-04-30,April,2020
28167,New York,New York,67.0,2020-04-30,April,2020
28168,New York,New York,317.0,2020-05-01,May,2020
28169,New York,New York,435.0,2020-05-01,May,2020
28170,New York,New York,65.0,2020-05-01,May,2020
28171,New York,Uniondale,60.0,2020-05-01,May,2020
28172,New York,New York,,2020-05-01,May,2020
28173,New York,New York,274.0,2020-05-01,May,2020
28174,New York,New York,125.0,2020-05-04,May,2020
28175,New York,New York,109.0,2020-05-04,May,2020
28176,New York,New York,79.0,2020-05-04,May,2020
28177,New York,New York,71.0,2020-05-04,May,2020
28178,New York,New York,105.0,2020-05-04,May,2020
28179,New York,New York,71.0,2020-05-04,May,2020
28180,New York,Middletown,53.0,2020-05-04,May,2020
28181,New York,Henrietta,33.0,2020-05-05,May,2020
28182,New York,New York,316.0,2020-05-05,May,2020
28183,New York,New York,27.0,2020-05-05,May,2020
28184,New York,New York,19.0,2020-05-05,May,2020
28185,New York,New York,22.0,2020-05-05,May,2020
28186,New York,Yonkers,890.0,2020-05-06,May,2020
28187,New York,New York,52.0,2020-05-06,May,2020
28188,New York,Jamaica,30.0,2020-05-06,May,2020
28189,New York,Glens Falls,200.0,2020-05-07,May,2020
28190,New York,Brooklyn,37.0,2020-05-07,May,2020
28191,New York,Long Island City,26.0,2020-05-07,May,2020
28192,New York,New York,396.0,2020-05-07,May,2020
28193,New York,New York,82.0,2020-05-07,May,2020
28194,New York,Brooklyn,25.0,2020-05-07,May,2020
28195,New York,New York,243.0,2020-05-08,May,2020
28196,New York,Tarrytown,84.0,2020-05-08,May,2020
28197,New York,Horseheads,64.0,2020-05-08,May,2020
28198,New York,Horseheads,73.0,2020-05-08,May,2020
28199,New York,Queens,301.0,2020-05-09,May,2020
28200,New York,Rotterdam,171.0,2020-05-11,May,2020
28201,New York,New York,62.0,2020-05-11,May,2020
28202,New York,New York,103.0,2020-05-11,May,2020
28203,New York,Astoria,35.0,2020-05-11,May,2020
28204,New York,Flushing,1.0,2020-05-12,May,2020
28205,New York,New York,8.0,2020-05-12,May,2020
28206,New York,Hastings-on- Hudson,122.0,2020-05-12,May,2020
28207,New York,New York,210.0,2020-05-13,May,2020
28208,New York,New York,91.0,2020-05-13,May,2020
28209,New York,New York,24.0,2020-05-13,May,2020
28210,New York,Watertown,33.0,2020-05-14,May,2020
28211,New York,Watertown,240.0,2020-05-14,May,2020
28212,New York,New York,152.0,2020-05-14,May,2020
28213,New York,North Tonawanda,41.0,2020-05-14,May,2020
28214,New York,New York,52.0,2020-05-14,May,2020
28215,New York,Sunnyside,136.0,2020-05-15,May,2020
28216,New York,New York,135.0,2020-05-15,May,2020
28217,New York,New York,296.0,2020-05-15,May,2020
28218,New York,New York,91.0,2020-05-18,May,2020
28219,New York,Tarrytown,91.0,2020-05-18,May,2020
28220,New York,New York,39.0,2020-05-18,May,2020
28221,New York,New York,163.0,2020-05-18,May,2020
28222,New York,New York,227.0,2020-05-18,May,2020
28223,New York,Rochester,2090.0,2020-05-18,May,2020
28224,New York,Eagle Bay,,2020-05-18,May,2020
28225,New York,Corning,,2020-05-18,May,2020
28226,New York,New York,41.0,2020-05-18,May,2020
28227,New York,New York,24.0,2020-05-18,May,2020
28228,New York,New York,30.0,2020-05-18,May,2020
28229,New York,Inwood,169.0,2020-05-19,May,2020
28230,New York,Astoria,94.0,2020-05-19,May,2020
28231,New York,Albany,70.0,2020-05-19,May,2020
28232,New York,Queens,103.0,2020-05-19,May,2020
28233,New York,New York,104.0,2020-05-20,May,2020
28234,New York,New York,291.0,2020-05-20,May,2020
28235,New York,New York,59.0,2020-05-20,May,2020
28236,New York,Hauppauge,113.0,2020-05-20,May,2020
28237,New York,Long Island City,29.0,2020-05-20,May,2020
28238,New York,New York,65.0,2020-05-21,May,2020
28239,New York,Sterling Forest,42.0,2020-05-21,May,2020
28240,New York,New York,2.0,2020-05-21,May,2020
28241,New York,New York,40.0,2020-05-21,May,2020
28242,New York,New York,1.0,2020-05-21,May,2020
28243,New York,New York,1.0,2020-05-21,May,2020
28244,New York,New York,6.0,2020-05-21,May,2020
28245,New York,New York,1.0,2020-05-21,May,2020
28246,New York,New York,1.0,2020-05-21,May,2020
28247,New York,New York,3.0,2020-05-21,May,2020
28248,New York,New York,4.0,2020-05-21,May,2020
28249,New York,New York,1.0,2020-05-21,May,2020
28250,New York,Queens,2.0,2020-05-21,May,2020
28251,New York,Astoria,111.0,2020-05-21,May,2020
28252,New York,Bay Shore,75.0,2020-05-22,May,2020
28253,New York,Bay Shore,0.0,2020-05-22,May,2020
28254,New York,Williamsville,146.0,2020-05-22,May,2020
28255,New York,New York,27.0,2020-05-22,May,2020
