,state,city,laid_off,date,month,year
8637,California,Fremont,34.0,2019-05-17,May,2019
8638,California,Vallejo,25.0,2019-05-17,May,2019
8639,California,Richmond,20.0,2019-05-17,May,2019
8640,California,Santa Maria,17.0,2019-05-17,May,2019
8641,California,Nipomo,15.0,2019-05-17,May,2019
8642,California,Rohnert Park,15.0,2019-05-17,May,2019
8643,California,Indio,13.0,2019-05-17,May,2019
8644,California,Fresno,4.0,2019-05-17,May,2019
8645,California,Montebello,1.0,2019-05-17,May,2019
8646,California,Riverside,87.0,2019-05-16,May,2019
8647,California,Lodi,76.0,2019-05-16,May,2019
8648,California,Bakersfield,96.0,2019-05-15,May,2019
8649,California,Pleasanton,90.0,2019-05-15,May,2019
8650,California,Torrance,64.0,2019-05-15,May,2019
8651,California,Porterville,26.0,2019-05-15,May,2019
8652,California,Coachella,9.0,2019-05-15,May,2019
8653,California,Thermal,2.0,2019-05-15,May,2019
8654,California,Santa Clara,122.0,2019-05-14,May,2019
8655,California,Moreno Valley,95.0,2019-05-14,May,2019
8656,California,Burbank,57.0,2019-05-14,May,2019
8657,California,Burbank,56.0,2019-05-14,May,2019
8658,California,Palmdale,133.0,2019-05-13,May,2019
8659,California,Palmdale,19.0,2019-05-13,May,2019
8660,California,Long Beach,45.0,2019-05-10,May,2019
8661,California,San Francisco,6.0,2019-05-10,May,2019
8662,California,Santa Rosa,6.0,2019-05-10,May,2019
8663,California,Long Beach,116.0,2019-05-09,May,2019
8664,California,Encino,88.0,2019-05-09,May,2019
8665,California,Irwindale,45.0,2019-05-09,May,2019
8666,California,Monrovia,45.0,2019-05-09,May,2019
8667,California,Arleta,44.0,2019-05-09,May,2019
8668,California,Ontario,43.0,2019-05-09,May,2019
8669,California,Pasadena,42.0,2019-05-09,May,2019
8670,California,Carson,33.0,2019-05-09,May,2019
8671,California,Pasadena,22.0,2019-05-09,May,2019
8672,California,Bellflower,22.0,2019-05-09,May,2019
8673,California,Hawthorne,22.0,2019-05-09,May,2019
8674,California,City of Industry,22.0,2019-05-09,May,2019
8675,California,Bakersfield,96.0,2019-05-08,May,2019
8676,California,Canyon Country,70.0,2019-05-08,May,2019
8677,California,Pasadena,29.0,2019-05-08,May,2019
8678,California,Porterville,26.0,2019-05-08,May,2019
8679,California,Ridgecrest,14.0,2019-05-08,May,2019
8680,California,Coachella,11.0,2019-05-08,May,2019
8681,California,Moreno Valley,142.0,2019-05-06,May,2019
8682,California,San Diego,59.0,2019-05-06,May,2019
8683,California,Pasadena,55.0,2019-05-06,May,2019
8684,California,Buena Park,34.0,2019-05-06,May,2019
8685,California,Mountain View,19.0,2019-05-06,May,2019
8686,California,San Francisco,8.0,2019-05-06,May,2019
8687,California,Chino,8.0,2019-05-06,May,2019
8688,California,San Francisco,170.0,2019-05-03,May,2019
8689,California,Oakland,110.0,2019-05-03,May,2019
8690,California,Irvine,100.0,2019-05-03,May,2019
8691,California,Lodi,51.0,2019-05-03,May,2019
8692,California,Irvine,40.0,2019-05-03,May,2019
8693,California,San Francisco,12.0,2019-05-03,May,2019
8694,California,Santa Clara,12.0,2019-05-03,May,2019
8695,California,San Juan,12.0,2019-05-03,May,2019
8696,California,Walnut Creek,11.0,2019-05-03,May,2019
8697,California,City of Industry,20.0,2019-05-02,May,2019
8698,California,Palmdale,112.0,2019-05-01,May,2019
8699,California,Valencia,50.0,2019-05-01,May,2019
8700,California,Wilmington,17.0,2019-05-01,May,2019
8701,California,San Jose,11.0,2019-05-01,May,2019
8702,California,Daly City,9.0,2019-05-01,May,2019
8703,California,Los Angeles,5.0,2019-05-01,May,2019
8704,California,El Segundo,1.0,2019-05-01,May,2019
8705,California,Crows Landing,270.0,2019-04-30,April,2019
8706,California,Los Angeles,224.0,2019-04-30,April,2019
8707,California,Vista,37.0,2019-04-30,April,2019
8708,California,San Leandro,81.0,2019-04-29,April,2019
8709,California,Cotati,52.0,2019-04-29,April,2019
8710,California,Los Angeles,50.0,2019-04-29,April,2019
8711,California,Fullerton,30.0,2019-04-29,April,2019
8712,California,Concord,1.0,2019-04-29,April,2019
8713,California,Santa Ana,137.0,2019-04-26,April,2019
8714,California,Concord,115.0,2019-04-26,April,2019
8715,California,Los Gatos,66.0,2019-04-26,April,2019
8716,California,Santa Rosa,55.0,2019-04-26,April,2019
8717,California,Fresno,10.0,2019-04-26,April,2019
8718,California,Cupertino,191.0,2019-04-25,April,2019
8719,California,El Segundo,110.0,2019-04-25,April,2019
8720,California,Sonora,1.0,2019-04-25,April,2019
8721,California,Elk Grove,108.0,2019-04-24,April,2019
8722,California,San Bernardino,94.0,2019-04-24,April,2019
8723,California,Gardena,80.0,2019-04-24,April,2019
8724,California,San Bernardino,76.0,2019-04-24,April,2019
8725,California,Dublin,36.0,2019-04-24,April,2019
8726,California,Pleasanton,12.0,2019-04-24,April,2019
8727,California,Baldwin Park,125.0,2019-04-23,April,2019
8728,California,Pomona,114.0,2019-04-23,April,2019
8729,California,Burbank,74.0,2019-04-23,April,2019
8730,California,San Diego,57.0,2019-04-23,April,2019
8731,California,Camarillo,51.0,2019-04-23,April,2019
8732,California,Morgan Hill,50.0,2019-04-23,April,2019
8733,California,Arroyo Grande,37.0,2019-04-23,April,2019
8734,California,Orangevale,29.0,2019-04-23,April,2019
8735,California,Vacaville,28.0,2019-04-23,April,2019
8736,California,Redding,27.0,2019-04-23,April,2019
8737,California,Stockton,26.0,2019-04-23,April,2019
8738,California,Pleasant Hill,19.0,2019-04-23,April,2019
8739,California,Calexico,44.0,2019-04-22,April,2019
8740,California,Fresno,19.0,2019-04-22,April,2019
8741,California,Rancho Cordova,180.0,2019-04-19,April,2019
8742,California,Livermore,487.0,2019-04-18,April,2019
8743,California,Vernon,254.0,2019-04-18,April,2019
8744,California,San Lorenzo,191.0,2019-04-18,April,2019
8745,California,Vernon,105.0,2019-04-18,April,2019
8746,California,San Francisco,77.0,2019-04-18,April,2019
8747,California,Palm Desert,62.0,2019-04-18,April,2019
8748,California,San Francisco,7.0,2019-04-18,April,2019
8749,California,Daly City,73.0,2019-04-17,April,2019
8750,California,Corona,63.0,2019-04-17,April,2019
8751,California,Signal Hill,53.0,2019-04-17,April,2019
8752,California,San Francisco,34.0,2019-04-17,April,2019
8753,California,San Diego,33.0,2019-04-17,April,2019
8754,California,Temecula,27.0,2019-04-17,April,2019
8755,California,Yucca Valley,26.0,2019-04-17,April,2019
8756,California,San Diego,3.0,2019-04-17,April,2019
8757,California,Brea,70.0,2019-04-16,April,2019
8758,California,Los Angeles,32.0,2019-04-16,April,2019
8759,California,Murrieta,91.0,2019-04-15,April,2019
8760,California,Seal Beach,76.0,2019-04-15,April,2019
8761,California,West Covina,55.0,2019-04-15,April,2019
8762,California,Monrovia,53.0,2019-04-15,April,2019
8763,California,La Mesa,38.0,2019-04-15,April,2019
8764,California,Redlands,14.0,2019-04-15,April,2019
8765,California,Watsonville,82.0,2019-04-12,April,2019
8766,California,Granada Hills,82.0,2019-04-12,April,2019
8767,California,El Segundo,57.0,2019-04-12,April,2019
8768,California,South Gate,31.0,2019-04-12,April,2019
8769,California,Ontario,15.0,2019-04-12,April,2019
8770,California,Norwalk,219.0,2019-04-11,April,2019
8771,California,Duarte,209.0,2019-04-11,April,2019
8772,California,San Ramon,172.0,2019-04-10,April,2019
8773,California,Fowler,53.0,2019-04-10,April,2019
8774,California,San Jose,50.0,2019-04-10,April,2019
8775,California,San Francisco,20.0,2019-04-10,April,2019
8776,California,Long Beach,75.0,2019-04-09,April,2019
8777,California,Santa Ana,48.0,2019-04-09,April,2019
8778,California,San Jose,42.0,2019-04-09,April,2019
8779,California,Santa Clara,6.0,2019-04-09,April,2019
8780,California,Irvine,1.0,2019-04-09,April,2019
8781,California,West Hollywood,54.0,2019-04-08,April,2019
8782,California,Roseville,38.0,2019-04-05,April,2019
8783,California,San Diego,28.0,2019-04-05,April,2019
8784,California,Daly City,5.0,2019-04-05,April,2019
8785,California,San Jose,5.0,2019-04-05,April,2019
8786,California,Los Angeles,175.0,2019-04-04,April,2019
8787,California,San Jose,150.0,2019-04-04,April,2019
8788,California,Mountain View,34.0,2019-04-04,April,2019
8789,California,San Jose,83.0,2019-04-03,April,2019
8790,California,San Jose,60.0,2019-04-03,April,2019
8791,California,Laguna Niguel,472.0,2019-04-02,April,2019
8792,California,Wilmington,229.0,2019-04-02,April,2019
8793,California,Kingsburg,72.0,2019-04-02,April,2019
8794,California,San Diego,62.0,2019-04-02,April,2019
8795,California,South San,18.0,2019-04-02,April,2019
8796,California,Compton,14.0,2019-04-02,April,2019
8797,California,Oakland,1.0,2019-04-02,April,2019
8798,California,Hayward,103.0,2019-03-29,March,2019
8799,California,South San,54.0,2019-03-29,March,2019
8800,California,Santa Ana,28.0,2019-03-29,March,2019
8801,California,Wilmington,23.0,2019-03-29,March,2019
8802,California,Wilmington,16.0,2019-03-29,March,2019
8803,California,Torrance,4.0,2019-03-29,March,2019
8804,California,Pasadena,2.0,2019-03-29,March,2019
8805,California,Folsom,193.0,2019-03-28,March,2019
8806,California,Santa Clara,108.0,2019-03-28,March,2019
8807,California,Chula Vista,72.0,2019-03-28,March,2019
8808,California,Folsom,65.0,2019-03-28,March,2019
8809,California,San Francisco,49.0,2019-03-28,March,2019
8810,California,San Diego,47.0,2019-03-28,March,2019
8811,California,Garden Grove,102.0,2019-03-27,March,2019
8812,California,Fresno,232.0,2019-03-26,March,2019
8813,California,Commerce,67.0,2019-03-26,March,2019
8814,California,Santa Fe,72.0,2019-03-25,March,2019
8815,California,Barstow,65.0,2019-03-25,March,2019
8816,California,Redwood City,255.0,2019-03-22,March,2019
8817,California,San Jose,150.0,2019-03-22,March,2019
8818,California,Santa Clara,97.0,2019-03-22,March,2019
8819,California,Santa Ana,50.0,2019-03-22,March,2019
8820,California,Chico,25.0,2019-03-22,March,2019
8821,California,San Francisco,23.0,2019-03-22,March,2019
8822,California,Tracy,162.0,2019-03-21,March,2019
8823,California,Irvine,61.0,2019-03-21,March,2019
8824,California,South San,178.0,2019-03-20,March,2019
8825,California,San Diego,24.0,2019-03-20,March,2019
8826,California,Westlake Village,65.0,2019-03-18,March,2019
8827,California,San Jose,10.0,2019-03-18,March,2019
8828,California,Culver City,8.0,2019-03-18,March,2019
8829,California,Orange,87.0,2019-03-15,March,2019
8830,California,San Jose,52.0,2019-03-15,March,2019
8831,California,Los Angeles,49.0,2019-03-15,March,2019
8832,California,Santa Monica,34.0,2019-03-15,March,2019
8833,California,San Francisco,86.0,2019-03-14,March,2019
8834,California,San Mateo,41.0,2019-03-14,March,2019
8835,California,Oakland,15.0,2019-03-14,March,2019
8836,California,Berkeley,13.0,2019-03-14,March,2019
8837,California,Glendale,12.0,2019-03-14,March,2019
8838,California,Campbell,7.0,2019-03-14,March,2019
8839,California,Palo Alto,179.0,2019-03-13,March,2019
8840,California,San Ramon,173.0,2019-03-13,March,2019
8841,California,South San,94.0,2019-03-13,March,2019
8842,California,San Jose,91.0,2019-03-13,March,2019
8843,California,Santa Clara,45.0,2019-03-12,March,2019
8844,California,Ontario,23.0,2019-03-12,March,2019
8845,California,Riverside,23.0,2019-03-12,March,2019
8846,California,Thermal,78.0,2019-03-11,March,2019
8847,California,Los Angeles,58.0,2019-03-11,March,2019
8848,California,Pomona,30.0,2019-03-11,March,2019
8849,California,Monrovia,18.0,2019-03-11,March,2019
8850,California,La Mesa,12.0,2019-03-11,March,2019
8851,California,Chino,10.0,2019-03-11,March,2019
8852,California,Glendale,8.0,2019-03-11,March,2019
8853,California,Delano,511.0,2019-03-08,March,2019
8854,California,San Jose,97.0,2019-03-08,March,2019
8855,California,Long Beach,86.0,2019-03-08,March,2019
8856,California,Delano,31.0,2019-03-08,March,2019
8857,California,Irvine,2.0,2019-03-08,March,2019
8858,California,Milpitas,114.0,2019-03-07,March,2019
8859,California,Irvine,102.0,2019-03-07,March,2019
8860,California,Santa Clara,6.0,2019-03-07,March,2019
8861,California,Santa Ana,108.0,2019-03-06,March,2019
8862,California,Tulare,79.0,2019-03-06,March,2019
8863,California,San Diego,228.0,2019-03-05,March,2019
8864,California,Santa Fe,136.0,2019-03-05,March,2019
8865,California,Rancho Cordova,70.0,2019-03-05,March,2019
8866,California,San Bernardino,94.0,2019-03-04,March,2019
8867,California,Newark,60.0,2019-03-04,March,2019
8868,California,Anderson,8.0,2019-03-04,March,2019
8869,California,San Ramon,2.0,2019-03-04,March,2019
8870,California,Lathrop,141.0,2019-03-01,March,2019
8871,California,Oxnard,109.0,2019-03-01,March,2019
8872,California,San Jose,20.0,2019-03-01,March,2019
8873,California,Irvine,3.0,2019-03-01,March,2019
8874,California,San Jose,2.0,2019-03-01,March,2019
8875,California,Ontario,183.0,2019-02-28,February,2019
8876,California,San Francisco,151.0,2019-02-28,February,2019
8877,California,Folsom,33.0,2019-02-28,February,2019
8878,California,Pasadena,29.0,2019-02-28,February,2019
8879,California,Willows,85.0,2019-02-27,February,2019
8880,California,Monterey Park,61.0,2019-02-27,February,2019
8881,California,Mountain View,11.0,2019-02-27,February,2019
8882,California,San Francisco,66.0,2019-02-25,February,2019
8883,California,Irvine,20.0,2019-02-25,February,2019
8884,California,San Jose,16.0,2019-02-25,February,2019
8885,California,Daly City,3.0,2019-02-25,February,2019
8886,California,El Segundo,2.0,2019-02-25,February,2019
8887,California,Los Angeles,2.0,2019-02-25,February,2019
8888,California,San Jose,1.0,2019-02-25,February,2019
8889,California,San Francisco,31.0,2019-02-22,February,2019
8890,California,Sunnyvale,31.0,2019-02-22,February,2019
8891,California,Huntington,17.0,2019-02-22,February,2019
8892,California,San Francisco,38.0,2019-02-21,February,2019
8893,California,West Hollywood,7.0,2019-02-21,February,2019
8894,California,San Francisco,4.0,2019-02-21,February,2019
8895,California,Hayward,269.0,2019-02-20,February,2019
8896,California,Newark,116.0,2019-02-20,February,2019
8897,California,Rialto,111.0,2019-02-20,February,2019
8898,California,Irvine,40.0,2019-02-20,February,2019
8899,California,Cerritos,20.0,2019-02-20,February,2019
8900,California,Los Angeles,6.0,2019-02-20,February,2019
8901,California,El Segundo,5.0,2019-02-20,February,2019
8902,California,Lynwood,2.0,2019-02-20,February,2019
8903,California,San Jose,2.0,2019-02-20,February,2019
8904,California,Daly City,1.0,2019-02-20,February,2019
8905,California,Tehachapi,1.0,2019-02-20,February,2019
8906,California,Santa Clara,190.0,2019-02-19,February,2019
8907,California,Daly City,19.0,2019-02-19,February,2019
8908,California,Irvine,209.0,2019-02-15,February,2019
8909,California,El Cajon,48.0,2019-02-15,February,2019
8910,California,Burlingame,6.0,2019-02-14,February,2019
8911,California,Moreno Valley,510.0,2019-02-13,February,2019
8912,California,San Jose,118.0,2019-02-13,February,2019
8913,California,Ontario,30.0,2019-02-13,February,2019
8914,California,San Francisco,15.0,2019-02-13,February,2019
8915,California,Rancho Cordova,1.0,2019-02-13,February,2019
8916,California,Tehachapi,1.0,2019-02-13,February,2019
8917,California,Truckee,244.0,2019-02-12,February,2019
8918,California,Vacaville,49.0,2019-02-12,February,2019
8919,California,Dixon,356.0,2019-02-11,February,2019
8920,California,Santa Rosa,20.0,2019-02-11,February,2019
8921,California,Cerritos,47.0,2019-02-08,February,2019
8922,California,Pleasanton,12.0,2019-02-08,February,2019
8923,California,Rancho,4.0,2019-02-08,February,2019
8924,California,Roseville,3.0,2019-02-08,February,2019
8925,California,Long Beach,169.0,2019-02-07,February,2019
8926,California,Riverside,83.0,2019-02-07,February,2019
8927,California,Santa Fe,69.0,2019-02-07,February,2019
8928,California,Atascadero,10.0,2019-02-07,February,2019
8929,California,Carlsbad,9.0,2019-02-07,February,2019
8930,California,Brea,7.0,2019-02-07,February,2019
8931,California,Glendora,5.0,2019-02-07,February,2019
8932,California,Bellflower,211.0,2019-02-06,February,2019
8933,California,San Francisco,161.0,2019-02-06,February,2019
8934,California,Camarillo,99.0,2019-02-06,February,2019
8935,California,Long Beach,38.0,2019-02-06,February,2019
8936,California,South Gate,31.0,2019-02-06,February,2019
8937,California,Los Angeles,30.0,2019-02-06,February,2019
8938,California,Temecula,24.0,2019-02-06,February,2019
8939,California,Los Alamitos,6.0,2019-02-06,February,2019
8940,California,Simi Valley,124.0,2019-02-05,February,2019
8941,California,Ontario,87.0,2019-02-05,February,2019
8942,California,San Diego,85.0,2019-02-05,February,2019
8943,California,San Francisco,69.0,2019-02-05,February,2019
8944,California,Burbank,98.0,2019-02-04,February,2019
8945,California,San Marcos,90.0,2019-02-04,February,2019
8946,California,San Diego,36.0,2019-02-04,February,2019
8947,California,San Jose,32.0,2019-02-04,February,2019
8948,California,Simi Valley,23.0,2019-02-04,February,2019
8949,California,Valencia,217.0,2019-02-01,February,2019
8950,California,Bakersfield,173.0,2019-02-01,February,2019
8951,California,Orange,51.0,2019-02-01,February,2019
8952,California,Redwood City,36.0,2019-02-01,February,2019
8953,California,San Francisco,6.0,2019-02-01,February,2019
8954,California,Murrieta,4.0,2019-02-01,February,2019
8955,California,San Jose,4.0,2019-02-01,February,2019
8956,California,Gardena,4.0,2019-02-01,February,2019
8957,California,San Jose,200.0,2019-01-30,January,2019
8958,California,Edwards,134.0,2019-01-30,January,2019
8959,California,Rialto,126.0,2019-01-30,January,2019
8960,California,Palo Alto,126.0,2019-01-30,January,2019
8961,California,Los Angeles,76.0,2019-01-30,January,2019
8962,California,Chula Vista,66.0,2019-01-30,January,2019
8963,California,Sacramento,31.0,2019-01-30,January,2019
8964,California,San Francisco,15.0,2019-01-30,January,2019
8965,California,San Francisco,3.0,2019-01-30,January,2019
8966,California,San Francisco,81.0,2019-01-29,January,2019
8967,California,El Segundo,70.0,2019-01-29,January,2019
8968,California,South San,67.0,2019-01-29,January,2019
8969,California,San Francisco,56.0,2019-01-29,January,2019
8970,California,Mountain View,13.0,2019-01-29,January,2019
8971,California,El Segundo,5.0,2019-01-29,January,2019
8972,California,San Ramon,3.0,2019-01-29,January,2019
8973,California,San Francisco,1.0,2019-01-29,January,2019
8974,California,Mira Loma,204.0,2019-01-28,January,2019
8975,California,Sunnyvale,86.0,2019-01-28,January,2019
8976,California,Sunnyvale,67.0,2019-01-28,January,2019
8977,California,San Francisco,44.0,2019-01-28,January,2019
8978,California,San Francisco,36.0,2019-01-28,January,2019
8979,California,San Jose,20.0,2019-01-28,January,2019
8980,California,San Francisco,4.0,2019-01-28,January,2019
8981,California,Paradise,1331.0,2019-01-25,January,2019
8982,California,San Francisco,355.0,2019-01-25,January,2019
8983,California,San Francisco,182.0,2019-01-25,January,2019
8984,California,El Segundo,255.0,2019-01-24,January,2019
8985,California,Riverside,83.0,2019-01-24,January,2019
8986,California,Santa Monica,34.0,2019-01-24,January,2019
8987,California,San Francisco,1.0,2019-01-24,January,2019
8988,California,Mira Loma,461.0,2019-01-23,January,2019
8989,California,Fontana,51.0,2019-01-23,January,2019
8990,California,Paradise,42.0,2019-01-23,January,2019
8991,California,Los Angeles,38.0,2019-01-23,January,2019
8992,California,Alhambra,33.0,2019-01-23,January,2019
8993,California,Burbank,29.0,2019-01-23,January,2019
8994,California,San Francisco,383.0,2019-01-22,January,2019
8995,California,Los Angeles,59.0,2019-01-22,January,2019
8996,California,Burbank,52.0,2019-01-22,January,2019
8997,California,Palo Alto,20.0,2019-01-22,January,2019
8998,California,Redding,1.0,2019-01-22,January,2019
8999,California,Irvine,198.0,2019-01-17,January,2019
9000,California,Arcadia,55.0,2019-01-17,January,2019
9001,California,Hayward,45.0,2019-01-17,January,2019
9002,California,Santa Clara,60.0,2019-01-16,January,2019
9003,California,Burbank,89.0,2019-01-15,January,2019
9004,California,Stockton,77.0,2019-01-15,January,2019
9005,California,Hawthorne,577.0,2019-01-14,January,2019
9006,California,La Mesa,74.0,2019-01-14,January,2019
9007,California,Colton,100.0,2019-01-11,January,2019
9008,California,San Francisco,79.0,2019-01-11,January,2019
9009,California,Santa Ana,2.0,2019-01-11,January,2019
9010,California,Visalia,63.0,2019-01-10,January,2019
9011,California,Sylmar,153.0,2019-01-09,January,2019
9012,California,South San,49.0,2019-01-08,January,2019
9013,California,Los Angeles,1.0,2019-01-08,January,2019
9014,California,Roseville,33.0,2019-01-03,January,2019
9015,California,San Jose,1326.0,2018-12-31,December,2018
9016,California,Gilroy,493.0,2018-12-31,December,2018
9017,California,Sacramento,77.0,2018-12-28,December,2018
9018,California,Ontario,75.0,2018-12-28,December,2018
9019,California,Long Beach,52.0,2018-12-28,December,2018
9020,California,Moreno Valley,41.0,2018-12-28,December,2018
9021,California,Pomona,13.0,2018-12-28,December,2018
9022,California,Wilmington,8.0,2018-12-28,December,2018
9023,California,Bakersfield,88.0,2018-12-27,December,2018
9024,California,Benicia,74.0,2018-12-27,December,2018
9025,California,Los Angeles,50.0,2018-12-26,December,2018
9026,California,Redwood City,110.0,2018-12-21,December,2018
9027,California,Santa Ana,75.0,2018-12-21,December,2018
9028,California,Milpitas,46.0,2018-12-21,December,2018
9029,California,Los Angeles,573.0,2018-12-20,December,2018
9030,California,Rosemead,254.0,2018-12-20,December,2018
9031,California,Pasadena,124.0,2018-12-20,December,2018
9032,California,San Diego,25.0,2018-12-19,December,2018
9033,California,Visalia,243.0,2018-12-18,December,2018
9034,California,Stockton,8.0,2018-12-18,December,2018
9035,California,Alameda,7.0,2018-12-18,December,2018
9036,California,Modesto,7.0,2018-12-18,December,2018
9037,California,Woodland,5.0,2018-12-18,December,2018
9038,California,Los Angeles,56.0,2018-12-17,December,2018
9039,California,Galt,28.0,2018-12-17,December,2018
9040,California,South Lake,19.0,2018-12-17,December,2018
9041,California,Rolling Hills,17.0,2018-12-17,December,2018
9042,California,Cupertino,8.0,2018-12-17,December,2018
9043,California,City of Industry,46.0,2018-12-14,December,2018
9044,California,Paradise,67.0,2018-12-13,December,2018
9045,California,Irvine,24.0,2018-12-13,December,2018
9046,California,San Diego,19.0,2018-12-13,December,2018
9047,California,Truckee,277.0,2018-12-12,December,2018
9048,California,Garden Grove,70.0,2018-12-12,December,2018
9049,California,Sunnyvale,53.0,2018-12-12,December,2018
9050,California,Santa Fe,32.0,2018-12-11,December,2018
9051,California,Torrance,76.0,2018-12-10,December,2018
9052,California,San Diego,71.0,2018-12-10,December,2018
9053,California,Sacramento,30.0,2018-12-10,December,2018
9054,California,Oakland,204.0,2018-12-07,December,2018
9055,California,Los Angeles,200.0,2018-12-07,December,2018
9056,California,San Diego,125.0,2018-12-07,December,2018
9057,California,South El Monte,95.0,2018-12-07,December,2018
9058,California,Los Angeles,80.0,2018-12-07,December,2018
9059,California,Lancaster,58.0,2018-12-07,December,2018
9060,California,San Francisco,4.0,2018-12-07,December,2018
9061,California,San Francisco,4.0,2018-12-07,December,2018
9062,California,Roseville,241.0,2018-12-06,December,2018
9063,California,Santa Ana,116.0,2018-12-06,December,2018
9064,California,Los Angeles,91.0,2018-12-06,December,2018
9065,California,Fontana,80.0,2018-12-06,December,2018
9066,California,Wilmington,136.0,2018-12-05,December,2018
9067,California,South San,83.0,2018-12-05,December,2018
9068,California,Burbank,10.0,2018-12-05,December,2018
9069,California,Vista,211.0,2018-12-04,December,2018
9070,California,Burbank,58.0,2018-12-04,December,2018
9071,California,Los Angeles,56.0,2018-12-04,December,2018
9072,California,Orange,76.0,2018-11-30,November,2018
9073,California,Murrieta,49.0,2018-11-30,November,2018
9074,California,Chatsworth,12.0,2018-11-30,November,2018
9075,California,Huntington,10.0,2018-11-30,November,2018
9076,California,Santa Ana,109.0,2018-11-29,November,2018
9077,California,Palo Alto,85.0,2018-11-29,November,2018
9078,California,South San,62.0,2018-11-29,November,2018
9079,California,Irvine,19.0,2018-11-29,November,2018
9080,California,Santa Monica,4.0,2018-11-29,November,2018
9081,California,Modesto,188.0,2018-11-21,November,2018
9082,California,Oakland,763.0,2018-11-20,November,2018
9083,California,Fullerton,248.0,2018-11-20,November,2018
9084,California,Burbank,58.0,2018-11-19,November,2018
9085,California,Los Angeles,8.0,2018-11-19,November,2018
9086,California,Ukiah,30.0,2018-11-16,November,2018
9087,California,San Jose,197.0,2018-11-15,November,2018
9088,California,Santa Barbara,66.0,2018-11-15,November,2018
9089,California,Chino,31.0,2018-11-15,November,2018
9090,California,Lakeside,13.0,2018-11-15,November,2018
9091,California,Santa Barbara,6.0,2018-11-15,November,2018
9092,California,Glendale,339.0,2018-11-14,November,2018
9093,California,San Jose,170.0,2018-11-14,November,2018
9094,California,Cerritos,77.0,2018-11-14,November,2018
9095,California,San Diego,65.0,2018-11-14,November,2018
9096,California,Los Angeles,58.0,2018-11-14,November,2018
9097,California,San Leandro,48.0,2018-11-14,November,2018
9098,California,San Jose,34.0,2018-11-14,November,2018
9099,California,West,31.0,2018-11-14,November,2018
9100,California,Tustin,23.0,2018-11-14,November,2018
9101,California,Culver City,19.0,2018-11-14,November,2018
9102,California,San Luis Obispo,18.0,2018-11-14,November,2018
9103,California,Fresno,11.0,2018-11-14,November,2018
9104,California,Banning,99.0,2018-11-13,November,2018
9105,California,South San,85.0,2018-11-13,November,2018
9106,California,San Ramon,50.0,2018-11-13,November,2018
9107,California,Simi Valley,26.0,2018-11-13,November,2018
9108,California,South San,100.0,2018-11-09,November,2018
9109,California,Santa Ana,38.0,2018-11-09,November,2018
9110,California,Paradise,11.0,2018-11-09,November,2018
9111,California,Santa Clara,119.0,2018-11-08,November,2018
9112,California,Fontana,96.0,2018-11-08,November,2018
9113,California,Beverly Hills,90.0,2018-11-08,November,2018
9114,California,Corte Madera,81.0,2018-11-07,November,2018
9115,California,Salinas,465.0,2018-11-06,November,2018
9116,California,San Jose,405.0,2018-11-06,November,2018
9117,California,Benicia,188.0,2018-11-06,November,2018
9118,California,Milpitas,57.0,2018-11-06,November,2018
9119,California,San Leandro,36.0,2018-11-06,November,2018
9120,California,Irvine,248.0,2018-11-05,November,2018
9121,California,San Jose,139.0,2018-11-05,November,2018
9122,California,South San,119.0,2018-11-05,November,2018
9123,California,Emeryville,162.0,2018-11-02,November,2018
9124,California,South San,83.0,2018-11-02,November,2018
9125,California,Huntington,60.0,2018-11-02,November,2018
9126,California,Tracy,20.0,2018-11-02,November,2018
9127,California,Ontario,158.0,2018-11-01,November,2018
9128,California,Burbank,82.0,2018-11-01,November,2018
9129,California,Camarillo,17.0,2018-11-01,November,2018
9130,California,Fresno,323.0,2018-10-31,October,2018
9131,California,Stockton,142.0,2018-10-31,October,2018
9132,California,Fort Irwin,53.0,2018-10-31,October,2018
9133,California,Oceanside,48.0,2018-10-31,October,2018
9134,California,Irvine,36.0,2018-10-31,October,2018
9135,California,Los Angeles,21.0,2018-10-31,October,2018
9136,California,Mountain View,19.0,2018-10-31,October,2018
9137,California,San Jose,17.0,2018-10-31,October,2018
9138,California,Roseville,13.0,2018-10-31,October,2018
9139,California,Santa Clara,11.0,2018-10-31,October,2018
9140,California,Santa Clara,7.0,2018-10-31,October,2018
9141,California,Encino,4.0,2018-10-31,October,2018
9142,California,Corona,1.0,2018-10-31,October,2018
9143,California,Inglewood,272.0,2018-10-30,October,2018
9144,California,San Diego,118.0,2018-10-30,October,2018
9145,California,Irwindale,109.0,2018-10-30,October,2018
9146,California,San Jose,61.0,2018-10-30,October,2018
9147,California,Mountain View,121.0,2018-10-29,October,2018
9148,California,San Jose,66.0,2018-10-29,October,2018
9149,California,Bakersfield,55.0,2018-10-29,October,2018
9150,California,Irvine,51.0,2018-10-29,October,2018
9151,California,Stockton,51.0,2018-10-29,October,2018
9152,California,Long Beach,9.0,2018-10-29,October,2018
9153,California,San Diego,166.0,2018-10-26,October,2018
9154,California,Buena Park,95.0,2018-10-26,October,2018
9155,California,Los Angeles,94.0,2018-10-26,October,2018
9156,California,San Carlos,75.0,2018-10-26,October,2018
9157,California,Torrance,80.0,2018-10-25,October,2018
9158,California,San Jose,70.0,2018-10-25,October,2018
